Location,Price,Bedrooms,Bathrooms,Size (sqft),Ownership,Property type,Garden
Sunderland,95700.0,1.0,2.0,469.0,,Terraced,Not Specified
Newcastle,427600.0,2.0,2.0,675.0,Leasehold,Semi-Detached,Yes
Gateshead,156000.0,5.0,1.0,431.0,,Semi-Detached,Yes
Gateshead,156000.0,2.0,1.0,420.0,Freehold,Semi-Detached,Not Specified
Newcastle,190600.0,5.0,1.0,504.0,,Apartment,Yes
Gateshead,203300.0,2.0,2.0,443.0,,,No
Newcastle,328000.0,2.0,1.0,703.0,,Not Specified,Not Specified
Gateshead,96800.0,3.0,1.0,407.0,Freehold,Apartment,Yes
Gateshead,210100.0,2.0,1.0,444.0,Leasehold,,Patio
Gateshead,162200.0,3.0,2.0,527.0,,Semi-Detached,Yes
Gateshead,148200.0,1.0,1.0,422.0,,Detached,No
Newcastle,171000.0,,1.0,494.0,,Semi-Detached,No
Newcastle,214900.0,2.0,1.0,460.0,Leasehold,Semi-Detached,Yes
Gateshead,153100.0,2.0,1.0,411.0,Freehold,Apartment,Yes
Gateshead,148400.0,2.0,1.0,466.0,,,Yes
Gateshead,165100.0,3.0,1.0,514.0,,Semi-Detached,Yes
Newcastle,106900.0,4.0,2.0,417.0,,Flat,
Newcastle,151400.0,3.0,1.0,417.0,,Mansionette,Yes
Newcastle,232200.0,2.0,1.0,455.0,,Semi-Detached,No
Newcastle,183700.0,2.0,1.0,466.0,Co-operative Society,Mansionette,Not Specified
Gateshead,102300.0,2.0,1.0,428.0,Leasehold,Not Specified,Yes
Morpeth,67200.0,3.0,1.0,407.0,Freehold,Detached,Yes
Sunderland,117200.0,4.0,2.0,481.0,Leasehold,,Yes
Gateshead,,3.0,,434.0,,Apartment,Yes
Sunderland,92200.0,2.0,1.0,422.0,,Semi-Detached,Yes
Gateshead,,2.0,1.0,,,Terraced,Patio
Newcastle,339800.0,2.0,1.0,804.0,Unknown,Terraced,No
Newcastle,279300.0,2.0,1.0,445.0,Leasehold,Terraced,Yes
Gateshead,134400.0,2.0,1.0,420.0,,Flat,Yes
Gateshead,176300.0,1.0,1.0,473.0,Freehold,,Yes
Sunderland,67800.0,2.0,1.0,424.0,Leasehold,Terraced,Yes
Sunderland,112500.0,2.0,1.0,620.0,Co-operative Society,Mansionette,No
Newcastle,197200.0,3.0,1.0,432.0,,,No
Newcastle,113900.0,5.0,1.0,422.0,,Detached,Yes
Gateshead,161500.0,1.0,1.0,529.0,,Flat,
Gateshead,106900.0,3.0,1.0,415.0,,Semi-Detached,Patio
Newcastle,221300.0,3.0,1.0,443.0,,Mansionette,Not Specified
Sunderland,116700.0,2.0,2.0,437.0,Freehold,Terraced,Yes
Newcastle,318500.0,2.0,1.0,776.0,,Not Specified,Yes
Gateshead,,2.0,1.0,,,Flat,No
Gateshead,144700.0,2.0,1.0,419.0,,Semi-Detached,Yes
Consett,78900.0,7.0,2.0,487.0,,Semi-Detached,Yes
Newcastle,192400.0,3.0,1.0,562.0,,Terraced,Yes
Sunderland,64700.0,1.0,1.0,408.0,,Apartment,Yes
Gateshead,128600.0,3.0,1.0,479.0,,Detached,Yes
Gateshead,166600.0,2.0,1.0,494.0,Freehold,Semi-Detached,Patio
Morpeth,,2.0,1.0,,,Flat,
Newcastle,154300.0,2.0,1.0,470.0,,Semi-Detached,Yes
Sunderland,126700.0,2.0,1.0,548.0,Co-operative Society,Semi-Detached,Yes
Gateshead,119500.0,1.0,1.0,408.0,,Apartment,Yes
,,1.0,1.0,481.0,Freehold,Semi-Detached,
Gateshead,170300.0,3.0,1.0,591.0,Co-operative Society,Mansionette,Patio
,,2.0,1.0,1419.0,Unknown,,Yes
Gateshead,132300.0,4.0,1.0,442.0,Freehold,,Yes
Gateshead,217800.0,2.0,2.0,422.0,,Terraced,No
Gateshead,114900.0,3.0,1.0,474.0,,Semi-Detached,Yes
Gateshead,154000.0,4.0,2.0,465.0,Leasehold,Apartment,Yes
Gateshead,203400.0,2.0,1.0,460.0,Leasehold,Not Specified,No
Newcastle,200300.0,,1.0,422.0,,,Yes
Newcastle,243300.0,3.0,1.0,481.0,Leasehold,Mansionette,Yes
Morpeth,123900.0,2.0,2.0,456.0,,,Not Specified
Newcastle,187700.0,4.0,1.0,439.0,,Detached,No
Newcastle,520200.0,2.0,2.0,821.0,,Semi-Detached,Patio
Newcastle,,2.0,,493.0,Leasehold,Mansionette,Yes
Newcastle,206200.0,3.0,1.0,399.0,,Apartment,Yes
,,4.0,1.0,436.0,,Semi-Detached,Patio
Sunderland,61300.0,2.0,1.0,413.0,Freehold,Terraced,No
Morpeth,47000.0,2.0,1.0,435.0,Leasehold,Detached,Yes
Newcastle,117200.0,3.0,1.0,444.0,,Terraced,Yes
Newcastle,304500.0,2.0,1.0,424.0,Freehold,Semi-Detached,Yes
Gateshead,225700.0,2.0,2.0,408.0,Leasehold,Not Specified,Yes
,,2.0,1.0,1323.0,,,Yes
Newcastle,157200.0,2.0,1.0,411.0,,Terraced,No
Gateshead,,3.0,1.0,,Leasehold,Mansionette,Patio
Newcastle,232000.0,3.0,1.0,759.0,Freehold,Semi-Detached,
Sunderland,60100.0,2.0,1.0,449.0,,Semi-Detached,Yes
Gateshead,139000.0,3.0,1.0,684.0,Freehold,,Yes
,,1.0,1.0,449.0,Freehold,Mansionette,Yes
,,2.0,1.0,452.0,,Apartment,Yes
Sunderland,103700.0,4.0,1.0,434.0,,Terraced,Yes
Newcastle,,1.0,,445.0,,Semi-Detached,No
Morpeth,60300.0,1.0,2.0,423.0,Co-operative Society,Semi-Detached,Yes
Morpeth,211600.0,1.0,1.0,1024.0,,,Yes
Gateshead,138000.0,2.0,1.0,418.0,,Semi-Detached,No
Newcastle,193400.0,3.0,2.0,421.0,Unknown,Flat,No
Newcastle,313000.0,2.0,2.0,437.0,,Semi-Detached,Patio
Consett,,2.0,,461.0,,Detached,No
Gateshead,169100.0,3.0,1.0,463.0,Freehold,Flat,Patio
Gateshead,232000.0,3.0,1.0,700.0,,Not Specified,
Sunderland,196700.0,5.0,1.0,888.0,,Semi-Detached,No
Newcastle,,1.0,,406.0,,Semi-Detached,No
Newcastle,,2.0,2.0,,Freehold,Not Specified,Yes
Gateshead,252600.0,1.0,1.0,726.0,,Semi-Detached,No
Gateshead,123600.0,2.0,1.0,444.0,,,Not Specified
Gateshead,204300.0,3.0,1.0,651.0,Leasehold,Semi-Detached,Yes
Newcastle,189200.0,2.0,1.0,465.0,Freehold,Terraced,Yes
Newcastle,206800.0,4.0,1.0,410.0,,Detached,Yes
Gateshead,163800.0,2.0,1.0,452.0,,Semi-Detached,Yes
,,5.0,2.0,5238.0,,,No
Gateshead,166100.0,4.0,1.0,483.0,Leasehold,Terraced,Patio
Sunderland,,3.0,,648.0,,,Yes
Newcastle,232600.0,2.0,1.0,444.0,,Mansionette,No
Sunderland,108500.0,2.0,1.0,505.0,,Semi-Detached,Yes
Morpeth,108200.0,3.0,1.0,431.0,,Semi-Detached,
Newcastle,205600.0,2.0,1.0,557.0,,Detached,Yes
Gateshead,155600.0,4.0,1.0,429.0,,Semi-Detached,Yes
Newcastle,133400.0,3.0,1.0,420.0,,,Yes
Newcastle,162000.0,3.0,1.0,450.0,,Terraced,
,,3.0,1.0,1221.0,Leasehold,Semi-Detached,Yes
Morpeth,86500.0,2.0,1.0,402.0,Leasehold,Flat,
Gateshead,112000.0,4.0,1.0,429.0,Unknown,Terraced,Yes
Newcastle,143900.0,4.0,1.0,476.0,,Flat,
Consett,58800.0,2.0,2.0,417.0,,Semi-Detached,Yes
Gateshead,167500.0,3.0,2.0,423.0,,Terraced,
Newcastle,223200.0,3.0,2.0,496.0,Freehold,Flat,No
Newcastle,274800.0,2.0,1.0,467.0,Freehold,,Yes
Newcastle,293600.0,4.0,1.0,445.0,,,No
Newcastle,155100.0,3.0,2.0,457.0,,Semi-Detached,Yes
Newcastle,212300.0,1.0,1.0,492.0,,Semi-Detached,Not Specified
Gateshead,180000.0,2.0,1.0,502.0,,Terraced,Not Specified
Newcastle,,2.0,,671.0,,Semi-Detached,Yes
Sunderland,108400.0,3.0,1.0,503.0,Unknown,Terraced,Yes
Newcastle,81200.0,3.0,1.0,421.0,,,Patio
Gateshead,135700.0,2.0,1.0,408.0,,Semi-Detached,
Sunderland,62900.0,3.0,1.0,501.0,,Semi-Detached,
Newcastle,314900.0,5.0,2.0,626.0,Freehold,,
Gateshead,,1.0,1.0,,Co-operative Society,Detached,Yes
Sunderland,82700.0,1.0,1.0,429.0,,Semi-Detached,Yes
Gateshead,460200.0,2.0,1.0,1376.0,Freehold,Terraced,
Sunderland,79600.0,2.0,1.0,514.0,,,Yes
Sunderland,54700.0,1.0,1.0,416.0,,Terraced,
Gateshead,123700.0,3.0,1.0,433.0,,Detached,
Gateshead,163500.0,2.0,1.0,480.0,,Terraced,Patio
Morpeth,191900.0,1.0,1.0,601.0,,Terraced,Yes
Newcastle,244600.0,2.0,2.0,434.0,,Detached,Yes
Newcastle,482200.0,4.0,1.0,1206.0,,Terraced,No
Sunderland,63700.0,3.0,1.0,436.0,,Semi-Detached,Yes
Consett,74700.0,2.0,1.0,634.0,Freehold,Not Specified,Yes
Newcastle,263400.0,1.0,1.0,463.0,Freehold,Semi-Detached,Yes
,,2.0,1.0,403.0,Leasehold,Flat,Yes
Sunderland,97300.0,4.0,2.0,502.0,,Flat,Yes
Gateshead,183900.0,2.0,1.0,583.0,,Detached,Yes
Gateshead,163600.0,2.0,1.0,427.0,Leasehold,Not Specified,Yes
Gateshead,134100.0,3.0,1.0,434.0,Leasehold,Semi-Detached,Yes
Newcastle,257900.0,3.0,1.0,419.0,,Detached,No
Gateshead,186500.0,6.0,1.0,468.0,Leasehold,Detached,Not Specified
Newcastle,150400.0,2.0,1.0,426.0,,Detached,
Newcastle,237500.0,2.0,1.0,797.0,Freehold,Semi-Detached,Yes
Gateshead,132700.0,2.0,1.0,489.0,Freehold,Semi-Detached,Patio
Newcastle,146000.0,2.0,1.0,421.0,,Semi-Detached,Yes
Gateshead,,2.0,,432.0,,Detached,No
Gateshead,176200.0,1.0,1.0,444.0,Co-operative Society,Apartment,Yes
Newcastle,217800.0,2.0,1.0,431.0,Freehold,,Patio
Gateshead,188800.0,2.0,1.0,461.0,Freehold,Not Specified,Yes
,,1.0,1.0,561.0,,Semi-Detached,
Newcastle,237000.0,2.0,1.0,527.0,Freehold,,Patio
Newcastle,120100.0,2.0,2.0,473.0,Leasehold,Semi-Detached,Yes
Consett,,1.0,1.0,,Freehold,Not Specified,Yes
Newcastle,208900.0,1.0,1.0,484.0,,Semi-Detached,No
Sunderland,70300.0,2.0,1.0,433.0,,Semi-Detached,Yes
Newcastle,681200.0,2.0,1.0,1329.0,,Not Specified,
Gateshead,189500.0,3.0,1.0,450.0,,Terraced,
Newcastle,311700.0,3.0,1.0,614.0,Leasehold,Semi-Detached,Yes
Morpeth,160500.0,4.0,1.0,537.0,,Semi-Detached,No
Gateshead,187400.0,1.0,1.0,527.0,Unknown,Terraced,Yes
Newcastle,136500.0,2.0,1.0,425.0,,Detached,Yes
Newcastle,296000.0,2.0,1.0,454.0,,,No
Newcastle,,3.0,,1063.0,Leasehold,Flat,Yes
Newcastle,238500.0,2.0,1.0,479.0,,Semi-Detached,
Newcastle,174500.0,1.0,1.0,429.0,,Detached,Yes
Consett,75600.0,,1.0,429.0,Freehold,Flat,Yes
Gateshead,120100.0,2.0,1.0,417.0,Co-operative Society,Apartment,Patio
Gateshead,125700.0,3.0,1.0,438.0,Freehold,Apartment,Yes
Newcastle,557100.0,,2.0,732.0,Freehold,Detached,Yes
Gateshead,151000.0,1.0,1.0,495.0,,Semi-Detached,Yes
Newcastle,305000.0,3.0,1.0,626.0,,Semi-Detached,Yes
Gateshead,144000.0,2.0,1.0,433.0,Freehold,Not Specified,Yes
Gateshead,132800.0,3.0,1.0,404.0,,Semi-Detached,No
Newcastle,184900.0,2.0,2.0,431.0,Co-operative Society,Mansionette,
Gateshead,,4.0,,443.0,,Terraced,
Newcastle,158400.0,3.0,1.0,519.0,Freehold,Semi-Detached,Not Specified
Newcastle,165600.0,2.0,1.0,456.0,Leasehold,Mansionette,Yes
Morpeth,71600.0,2.0,2.0,441.0,,Semi-Detached,Yes
Sunderland,115600.0,3.0,2.0,505.0,Leasehold,,Yes
Gateshead,227000.0,1.0,1.0,513.0,Freehold,Detached,Yes
Sunderland,144800.0,4.0,2.0,774.0,,Flat,No
Gateshead,133500.0,1.0,1.0,446.0,,Terraced,Yes
Newcastle,211700.0,2.0,1.0,445.0,Freehold,Semi-Detached,No
Gateshead,272200.0,1.0,1.0,774.0,,Flat,Yes
Newcastle,206400.0,3.0,1.0,421.0,,Terraced,No
Newcastle,139300.0,2.0,1.0,456.0,,,
Gateshead,162100.0,1.0,1.0,439.0,,Flat,Yes
Newcastle,166100.0,2.0,1.0,474.0,,Terraced,Not Specified
Gateshead,116800.0,1.0,1.0,426.0,Freehold,Semi-Detached,Yes
Sunderland,93200.0,1.0,1.0,430.0,Unknown,Semi-Detached,Yes
Gateshead,193800.0,2.0,1.0,445.0,,Terraced,Not Specified
Newcastle,285000.0,2.0,1.0,422.0,Leasehold,Semi-Detached,Not Specified
Newcastle,178800.0,3.0,1.0,426.0,,Semi-Detached,Yes
Gateshead,,2.0,1.0,,,Mansionette,
Newcastle,367400.0,3.0,1.0,583.0,Freehold,Not Specified,Yes
Newcastle,172000.0,4.0,1.0,423.0,Leasehold,Semi-Detached,Yes
Gateshead,165900.0,3.0,1.0,522.0,,Terraced,No
Consett,77900.0,2.0,1.0,540.0,,Semi-Detached,No
Morpeth,58800.0,2.0,1.0,445.0,,Terraced,
Gateshead,158000.0,3.0,1.0,430.0,Leasehold,Apartment,No
,,1.0,1.0,440.0,Freehold,Flat,
Consett,89900.0,2.0,1.0,484.0,Leasehold,,Yes
Gateshead,191700.0,2.0,1.0,509.0,,Semi-Detached,No
Gateshead,181800.0,2.0,2.0,420.0,,Flat,Yes
Gateshead,204100.0,,1.0,445.0,Co-operative Society,,Yes
Newcastle,248100.0,2.0,1.0,453.0,,Semi-Detached,No
Newcastle,208700.0,3.0,1.0,470.0,Freehold,Semi-Detached,Yes
Morpeth,183500.0,2.0,1.0,690.0,,Semi-Detached,No
Gateshead,300000.0,2.0,2.0,600.0,Freehold,,Yes
Gateshead,165800.0,3.0,2.0,435.0,,,Yes
Gateshead,225500.0,2.0,1.0,722.0,Freehold,Detached,No
Gateshead,168000.0,2.0,1.0,465.0,Co-operative Society,Flat,Yes
Newcastle,247200.0,3.0,2.0,413.0,Leasehold,Semi-Detached,Yes
Newcastle,225900.0,3.0,1.0,435.0,,Semi-Detached,No
Gateshead,153500.0,3.0,1.0,432.0,,Semi-Detached,Yes
Gateshead,152800.0,3.0,2.0,420.0,,Semi-Detached,
Sunderland,66500.0,3.0,1.0,419.0,,Detached,Not Specified
Newcastle,131000.0,1.0,1.0,412.0,,Apartment,Yes
Newcastle,,2.0,1.0,,,Terraced,Yes
Gateshead,,1.0,,437.0,,Terraced,No
Gateshead,143600.0,3.0,1.0,444.0,,,No
Gateshead,155100.0,3.0,2.0,476.0,Unknown,Mansionette,Yes
Newcastle,217800.0,2.0,1.0,437.0,Freehold,Detached,Yes
Newcastle,152100.0,3.0,2.0,447.0,,Flat,No
,,2.0,2.0,,,Flat,No
Gateshead,236700.0,3.0,1.0,673.0,,Terraced,Yes
Gateshead,152600.0,2.0,1.0,424.0,,Mansionette,
Newcastle,156400.0,2.0,1.0,398.0,Freehold,Terraced,No
Morpeth,88200.0,1.0,2.0,424.0,Freehold,,
Newcastle,,4.0,,415.0,,Semi-Detached,Yes
Gateshead,140800.0,2.0,1.0,460.0,,Not Specified,Yes
Morpeth,79500.0,2.0,1.0,454.0,,Terraced,No
Gateshead,181200.0,3.0,1.0,491.0,,Terraced,Yes
Newcastle,293200.0,2.0,2.0,478.0,Freehold,,Yes
Gateshead,138400.0,2.0,1.0,428.0,Leasehold,,Yes
Newcastle,155000.0,2.0,1.0,422.0,Freehold,,Yes
,,2.0,,416.0,Co-operative Society,Semi-Detached,Yes
Gateshead,137600.0,2.0,1.0,434.0,,Semi-Detached,No
Gateshead,,1.0,,439.0,Freehold,Apartment,No
Newcastle,153100.0,4.0,2.0,438.0,,Not Specified,Not Specified
Newcastle,,3.0,1.0,,Leasehold,Semi-Detached,
Gateshead,105100.0,2.0,1.0,443.0,Leasehold,Not Specified,Yes
Newcastle,146700.0,3.0,1.0,445.0,Leasehold,Flat,No
Gateshead,162800.0,5.0,1.0,519.0,,Flat,Yes
Gateshead,152000.0,2.0,2.0,510.0,,Detached,No
Morpeth,91900.0,3.0,2.0,457.0,Leasehold,,Not Specified
Newcastle,204500.0,2.0,1.0,445.0,,Terraced,Yes
Sunderland,107000.0,2.0,1.0,513.0,Co-operative Society,Detached,Yes
Gateshead,141600.0,3.0,1.0,439.0,,Semi-Detached,No
Gateshead,143000.0,3.0,1.0,433.0,,Flat,Yes
Gateshead,160700.0,5.0,1.0,506.0,Leasehold,Detached,No
Newcastle,165900.0,3.0,2.0,436.0,,Semi-Detached,No
Gateshead,147400.0,3.0,1.0,419.0,,,Yes
Newcastle,195000.0,2.0,1.0,424.0,Unknown,Semi-Detached,
Gateshead,194300.0,3.0,1.0,546.0,,,Yes
Gateshead,161400.0,,1.0,554.0,Freehold,Not Specified,No
Gateshead,113000.0,3.0,1.0,415.0,Leasehold,Semi-Detached,Yes
,,3.0,2.0,697.0,,Detached,
Consett,78700.0,3.0,1.0,428.0,,Flat,Yes
,,2.0,1.0,431.0,Leasehold,,Yes
Newcastle,143200.0,2.0,1.0,461.0,,Flat,No
Newcastle,180800.0,5.0,1.0,470.0,,,Yes
Morpeth,101300.0,3.0,1.0,487.0,,Mansionette,No
Newcastle,126800.0,3.0,1.0,411.0,,Apartment,Not Specified
Gateshead,237300.0,4.0,2.0,453.0,Freehold,Semi-Detached,Yes
Newcastle,326500.0,3.0,1.0,613.0,Freehold,Terraced,
Newcastle,357900.0,2.0,1.0,478.0,,Not Specified,Yes
Newcastle,132900.0,2.0,1.0,409.0,Co-operative Society,Detached,No
Morpeth,,1.0,1.0,,Freehold,Semi-Detached,Yes
Gateshead,153900.0,2.0,1.0,449.0,Freehold,Terraced,No
Morpeth,117500.0,3.0,1.0,432.0,,Semi-Detached,Yes
Gateshead,145000.0,4.0,2.0,461.0,,Semi-Detached,Patio
Newcastle,179500.0,3.0,2.0,503.0,Leasehold,Terraced,Yes
Morpeth,130200.0,2.0,1.0,440.0,,Semi-Detached,Yes
Newcastle,,1.0,,450.0,,Terraced,
Morpeth,99500.0,2.0,1.0,524.0,,Flat,Yes
Gateshead,189100.0,2.0,1.0,444.0,,Semi-Detached,No
Gateshead,142700.0,2.0,1.0,418.0,,Detached,Yes
Sunderland,74400.0,2.0,1.0,539.0,Unknown,Semi-Detached,Yes
Sunderland,101500.0,2.0,1.0,457.0,,Semi-Detached,Yes
Gateshead,121500.0,2.0,1.0,413.0,Leasehold,Detached,Yes
Newcastle,181100.0,4.0,1.0,458.0,,Semi-Detached,Patio
Sunderland,103600.0,3.0,1.0,458.0,,,
Newcastle,294000.0,2.0,1.0,786.0,Freehold,Semi-Detached,No
Newcastle,131000.0,,1.0,443.0,,Not Specified,Yes
Gateshead,207900.0,2.0,1.0,617.0,,Mansionette,Yes
Gateshead,117900.0,3.0,1.0,434.0,Leasehold,Detached,Yes
,,2.0,1.0,444.0,,,No
Newcastle,,4.0,1.0,,,,Yes
Newcastle,145000.0,2.0,1.0,442.0,,Semi-Detached,No
Newcastle,159300.0,3.0,1.0,433.0,,Semi-Detached,Yes
Gateshead,202200.0,2.0,1.0,582.0,Freehold,Flat,Yes
Newcastle,191300.0,2.0,1.0,426.0,,Terraced,
Newcastle,206300.0,4.0,1.0,643.0,Freehold,,Yes
Gateshead,219700.0,2.0,1.0,476.0,Freehold,Flat,Yes
Newcastle,255100.0,2.0,1.0,536.0,Unknown,Flat,
Newcastle,369200.0,2.0,1.0,494.0,,,Yes
Morpeth,97200.0,4.0,1.0,514.0,,Detached,Yes
Newcastle,,1.0,,472.0,,,Not Specified
Newcastle,198500.0,2.0,1.0,431.0,,Flat,
Newcastle,219600.0,3.0,1.0,468.0,,Terraced,Yes
Gateshead,151700.0,1.0,1.0,425.0,Freehold,,Not Specified
Sunderland,96000.0,1.0,1.0,475.0,,Semi-Detached,No
Newcastle,274900.0,1.0,1.0,440.0,,Not Specified,Yes
Newcastle,285400.0,4.0,1.0,768.0,Freehold,Not Specified,No
Gateshead,265100.0,2.0,2.0,678.0,Leasehold,Semi-Detached,Not Specified
Gateshead,166700.0,2.0,1.0,440.0,Leasehold,,
Newcastle,193200.0,2.0,1.0,468.0,Leasehold,Terraced,Yes
Gateshead,,3.0,1.0,,,Semi-Detached,
Gateshead,115700.0,3.0,1.0,436.0,,Terraced,No
Newcastle,211200.0,2.0,1.0,450.0,Freehold,Semi-Detached,Yes
Newcastle,209600.0,3.0,2.0,455.0,Leasehold,,Not Specified
Sunderland,60700.0,2.0,1.0,446.0,Co-operative Society,Mansionette,Yes
Morpeth,111900.0,2.0,1.0,434.0,,Semi-Detached,
Gateshead,204900.0,1.0,1.0,431.0,Freehold,Terraced,
Gateshead,158500.0,1.0,2.0,464.0,,Semi-Detached,No
Gateshead,224000.0,2.0,1.0,581.0,Freehold,,Yes
Morpeth,199400.0,2.0,1.0,662.0,Leasehold,Terraced,Yes
Gateshead,115600.0,3.0,1.0,429.0,,Terraced,Yes
Newcastle,185600.0,4.0,1.0,454.0,,Semi-Detached,Yes
Newcastle,253500.0,2.0,1.0,424.0,Co-operative Society,Not Specified,Not Specified
Consett,54700.0,2.0,1.0,477.0,,,Yes
Gateshead,203300.0,4.0,2.0,462.0,,Flat,No
Newcastle,178000.0,4.0,2.0,462.0,,Semi-Detached,Yes
Newcastle,190400.0,2.0,1.0,552.0,,Semi-Detached,
Newcastle,213800.0,2.0,2.0,441.0,,Terraced,No
Gateshead,190300.0,2.0,1.0,451.0,,Terraced,Yes
Newcastle,210700.0,2.0,1.0,444.0,Freehold,Terraced,Yes
Newcastle,166300.0,2.0,1.0,484.0,,Semi-Detached,
Gateshead,154500.0,4.0,1.0,408.0,,Detached,Yes
Newcastle,,2.0,,419.0,,Semi-Detached,
Newcastle,162300.0,2.0,1.0,460.0,,,Not Specified
Newcastle,236400.0,3.0,1.0,423.0,,Semi-Detached,
Gateshead,,3.0,,442.0,Freehold,Flat,Yes
Newcastle,227500.0,2.0,1.0,464.0,Leasehold,,No
Gateshead,245500.0,2.0,1.0,668.0,Freehold,Detached,No
Gateshead,198500.0,3.0,1.0,452.0,,,Yes
Sunderland,119100.0,2.0,1.0,424.0,,Flat,Yes
Newcastle,330000.0,4.0,1.0,810.0,,Semi-Detached,Yes
Newcastle,342800.0,2.0,2.0,886.0,Freehold,Terraced,Yes
Newcastle,205400.0,3.0,2.0,452.0,,Apartment,No
Morpeth,129300.0,3.0,1.0,434.0,,Mansionette,No
Gateshead,136300.0,2.0,1.0,429.0,,Terraced,Yes
Newcastle,227300.0,3.0,1.0,429.0,,Mansionette,Yes
Newcastle,178200.0,2.0,1.0,426.0,,Detached,
Newcastle,173600.0,2.0,1.0,448.0,,,No
Newcastle,189800.0,2.0,1.0,439.0,,Terraced,Patio
Gateshead,147000.0,3.0,1.0,450.0,Freehold,Detached,Yes
Newcastle,,3.0,1.0,,,,No
Newcastle,204900.0,2.0,1.0,421.0,,Flat,No
Newcastle,233200.0,3.0,1.0,405.0,,Terraced,Yes
Newcastle,141600.0,1.0,2.0,423.0,Leasehold,Terraced,No
Gateshead,127100.0,4.0,1.0,466.0,Freehold,Apartment,Yes
Newcastle,253600.0,3.0,1.0,425.0,,Flat,No
Newcastle,618600.0,4.0,1.0,854.0,Leasehold,Detached,Yes
Gateshead,142700.0,2.0,1.0,434.0,,Semi-Detached,Not Specified
Gateshead,143800.0,1.0,1.0,420.0,,,Not Specified
Gateshead,166400.0,2.0,1.0,426.0,,Semi-Detached,Not Specified
Newcastle,189600.0,3.0,2.0,490.0,Leasehold,Flat,Patio
Gateshead,136800.0,2.0,1.0,432.0,,Not Specified,
Morpeth,,2.0,2.0,,,Semi-Detached,Yes
Gateshead,241800.0,3.0,1.0,573.0,Freehold,,Yes
Newcastle,,,1.0,,Co-operative Society,Mansionette,No
Newcastle,496500.0,3.0,1.0,1522.0,,Apartment,
Newcastle,302700.0,2.0,1.0,581.0,,Semi-Detached,
,,3.0,1.0,538.0,Freehold,Semi-Detached,Yes
Newcastle,309500.0,2.0,1.0,1024.0,,Semi-Detached,No
Newcastle,274600.0,2.0,2.0,485.0,,Terraced,Yes
Newcastle,190500.0,3.0,2.0,543.0,,Detached,
Newcastle,205800.0,3.0,2.0,479.0,Leasehold,Semi-Detached,Yes
Newcastle,137400.0,3.0,1.0,431.0,Co-operative Society,Flat,
Gateshead,,3.0,,472.0,,Terraced,Yes
Newcastle,170800.0,1.0,1.0,432.0,,Apartment,
Newcastle,182500.0,2.0,1.0,435.0,,Flat,No
Newcastle,,1.0,,549.0,,,Yes
Newcastle,218600.0,1.0,1.0,523.0,Freehold,Semi-Detached,Yes
Gateshead,152800.0,4.0,1.0,409.0,,Detached,
Gateshead,148500.0,3.0,1.0,435.0,Freehold,Semi-Detached,Patio
,,2.0,1.0,403.0,,Mansionette,No
Gateshead,190700.0,2.0,1.0,445.0,,Apartment,Yes
Newcastle,247000.0,3.0,1.0,440.0,Freehold,Semi-Detached,Yes
Sunderland,136600.0,2.0,1.0,640.0,Leasehold,Semi-Detached,
Gateshead,138300.0,1.0,1.0,460.0,,Terraced,Yes
Gateshead,199700.0,3.0,1.0,425.0,,Terraced,Yes
Gateshead,243700.0,1.0,2.0,788.0,,Mansionette,No
Newcastle,154200.0,1.0,1.0,470.0,Leasehold,Flat,No
Newcastle,219700.0,1.0,1.0,569.0,,Terraced,Patio
Gateshead,,2.0,1.0,,Freehold,Flat,Not Specified
Gateshead,170500.0,3.0,1.0,491.0,Leasehold,Semi-Detached,No
Morpeth,157500.0,2.0,1.0,431.0,,Not Specified,No
Newcastle,226000.0,2.0,1.0,568.0,,Semi-Detached,Yes
Gateshead,135700.0,1.0,1.0,469.0,Freehold,Terraced,Not Specified
Consett,39600.0,,1.0,562.0,,Not Specified,No
Gateshead,114700.0,3.0,1.0,435.0,,Semi-Detached,
Newcastle,294600.0,2.0,1.0,897.0,,Apartment,Yes
Newcastle,,,1.0,,,,No
,,1.0,1.0,450.0,,,Yes
Newcastle,159700.0,2.0,1.0,581.0,Freehold,Semi-Detached,Yes
Gateshead,192500.0,4.0,1.0,586.0,Freehold,Detached,Patio
Gateshead,,1.0,1.0,,,,Yes
Gateshead,179300.0,1.0,1.0,513.0,,Semi-Detached,
Sunderland,,2.0,1.0,,,Terraced,Yes
Gateshead,,3.0,,455.0,,Apartment,Yes
Newcastle,,3.0,1.0,,,,
Newcastle,193400.0,2.0,1.0,464.0,Freehold,Detached,Yes
Newcastle,189400.0,2.0,2.0,593.0,,Semi-Detached,Yes
Consett,46200.0,3.0,1.0,520.0,,Semi-Detached,Yes
Gateshead,101500.0,3.0,1.0,463.0,,Not Specified,Yes
Gateshead,,3.0,1.0,,Leasehold,Semi-Detached,Patio
Newcastle,232100.0,2.0,1.0,422.0,,Terraced,Yes
Newcastle,204700.0,2.0,1.0,511.0,,Mansionette,
Gateshead,141200.0,2.0,1.0,440.0,,Apartment,Yes
Sunderland,,2.0,1.0,,,,Yes
Morpeth,113800.0,2.0,1.0,648.0,,Flat,Yes
Gateshead,185900.0,3.0,2.0,481.0,,,Yes
Morpeth,132500.0,3.0,1.0,468.0,Co-operative Society,Detached,Yes
,,3.0,2.0,427.0,,Flat,
